시설번호,대피시설명,지번주소,도로명주소,대피시설 구분,평시활용 유형,대피시설 면적,대피시설 인원수,개방여부,데이터기준일자,제공기관명,제공기관코드,경도,위도,X좌표,Y좌표
1715,홍제한양아파트 제6주차장,서울특별시 서대문구 홍제동 82번지,서울특별시 서대문구 통일로25길 30 (홍제동 홍제한양아파트),공공용,주차장,967,1172,Y,2021-08-01,서울특별시 서대문구청,3120000,126.947248,37.583276,195340.566,553748.0034
1716,홍제한양아파트 제7주차장,서울특별시 서대문구 홍제동 82번지,서울특별시 서대문구 통일로25길 30 (홍제동 홍제한양아파트),공공용,주차장,630,764,Y,2021-08-01,서울특별시 서대문구청,3120000,126.947248,37.583276,195340.566,553748.0034
1717,연희대림아파트(전동지하),서울특별시 서대문구 연희동 700번지,서울특별시 서대문구 연희로32길 20 (연희동 대림아파트),공공용,지하주차장,2719,3296,Y,2021-08-01,서울특별시 서대문구청,3120000,126.935963,37.575229,194343.203,552855.6047
1718,서대문문화체육화관,서울특별시 서대문구 홍은동 26번지 155호,서울특별시 서대문구 백련사길 39 (홍은동 서대문문화체육회관),공공용,교육장,2719,3296,Y,2021-08-01,서울특별시 서대문구청,3120000,126.931557,37.580759,193954.4034,553469.6046
1719,홍제현대그린아파트(전동지하),서울특별시 서대문구 홍제동 455번지,서울특별시 서대문구 세무서2길 64 (홍제동 현대그린아파트),공공용,주차장,1650,2000,Y,2021-08-01,서울특별시 서대문구청,3120000,126.949892,37.588946,195574.4034,554377.2047
1720,대림통상,서울특별시 서대문구 연희동 87번지 9호,서울특별시 서대문구 연희로 142 (연희동),공공용,주차장,1841,2232,Y,2021-08-01,서울특별시 서대문구청,3120000,126.933708,37.569934,194143.598,552268.0048
1721,홍제유원하나아파트(전동지하),서울특별시 서대문구 홍제동 454번지,서울특별시 서대문구 세검정로 134 (홍제동 유원하나아파트),공공용,주차장,6000,7273,Y,2021-08-01,서울특별시 서대문구청,3120000,126.951908,37.594684,195752.8012,555014.004
1722,홍은두산아파트(전동지하),서울특별시 서대문구 홍은동 456번지,서울특별시 서대문구 모래내로 309 (홍은동 두산아파트),공공용,주차장,6527,7912,Y,2021-08-01,서울특별시 서대문구청,3120000,126.931491,37.578896,193948.3963,553262.8039
1723,홍제성원아파트(전동지하),서울특별시 서대문구 홍제동 456번지,서울특별시 서대문구 모래내로 430 (홍제동 홍제동성원아파트),공공용,주차장,3500,4242,Y,2021-08-01,서울특별시 서대문구청,3120000,126.942255,37.583647,194899.6004,553789.494
1724,남가좌동현대아파트(전동지하),서울특별시 서대문구 남가좌동 376번지,서울특별시 서대문구 가재울로 43 (남가좌동 현대아파트),공공용,주차장,3500,4242,Y,2021-08-01,서울특별시 서대문구청,3120000,126.921451,37.574893,193061.2034,552819.2043
1725,서울여자간호대학(지하주차장),서울특별시 서대문구 홍제동 287번지 89호,서울특별시 서대문구 간호대로 38 (홍제동 서울여자간호대학),공공용,주차장,990,1200,Y,2021-08-01,서울특별시 서대문구청,3120000,126.947757,37.597569,195386.3981,555334.4038
1726,문화촌현대아파트(전동지하),서울특별시 서대문구 홍제동 463번지,서울특별시 서대문구 문화촌길 6-24 (홍제동 문화촌현대아파트),공공용,주차장,13000,15758,Y,2021-08-01,서울특별시 서대문구청,3120000,126.949478,37.591414,195538.0038,554651.2044
1727,남양아파트주차장(전동지하),서울특별시 서대문구 홍제동 457번지,서울특별시 서대문구 홍제내길 168 (홍제동 남양아파트),공공용,주차장,1533,1858,Y,2021-08-01,서울특별시 서대문구청,3120000,126.937854,37.588785,194511.2076,554360.0019
1728,럭키대현아파트,서울특별시 서대문구 대현동 144번지,서울특별시 서대문구 이화여대길 50-12 (대현동 럭키대현아파트),공공용,주차장,3018,3658,Y,2021-08-01,서울특별시 서대문구청,3120000,126.946521,37.559452,195274.8031,551103.9067
1729,동도아카데미,서울특별시 서대문구 연희동 74번지 14호,서울특별시 서대문구 연희로26가길 33 (연희동 동도아카데미하우스),공공용,주차장,703,852,Y,2021-08-01,서울특별시 서대문구청,3120000,126.936793,37.574437,194416.4014,552767.6045
1730,남가좌동삼성아파트주차장 (20동),서울특별시 서대문구 남가좌동 377번지,서울특별시 서대문구 증가로 191 (남가좌동 남가좌삼성아파트),공공용,주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.91739,37.578494,192702.8003,553219.2038
1731,월드컵현대아파트(전동지하),서울특별시 서대문구 북가좌동 371번지 1호,서울특별시 서대문구 수색로 154 (북가좌동 월드컵현대아파트),공공용,주차장,3200,3879,Y,2021-08-01,서울특별시 서대문구청,3120000,126.904981,37.575576,191606.4038,552896.4043
1732,홍제삼성래미안아파트 제1주차장,서울특별시 서대문구 홍제동 461번지,서울특별시 서대문구 통일로 319 (홍제동 홍제삼성래미안),공공용,주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.95195,37.578182,195755.6,553182.4048
1733,홍제삼성래미안아파트 제2주차장,서울특별시 서대문구 홍제동 461번지,서울특별시 서대문구 통일로 319 (홍제동 홍제삼성래미안),공공용,주차장,2574,3120,Y,2021-08-01,서울특별시 서대문구청,3120000,126.95195,37.578182,195755.6,553182.4048
1734,홍제한화아파트(전동 지하),서울특별시 서대문구 홍제동 464번지,서울특별시 서대문구 통일로 357 (홍제동 무악재한화아파트),공공용,주차장,518,628,Y,2021-08-01,서울특별시 서대문구청,3120000,126.949846,37.58199,195569.9991,553605.2041
1735,충정로역,서울특별시 서대문구 충정로3가 319번지 1호,서울특별시 서대문구 서소문로 지하 17 (충정로3가 충정로역사(2호선)),공공용,기타,3036,3680,Y,2021-08-01,서울특별시 서대문구청,3120000,126.964475,37.559838,196861.2033,551146.0048
1736,서대문경찰서,서울특별시 서대문구 미근동 165번지,서울특별시 서대문구 통일로 113 (미근동 서대문경찰서),공공용,기타,323,392,Y,2021-08-01,서울특별시 서대문구청,3120000,126.967008,37.565085,197085.2194,551728.3063
1737,진양빌딩,서울특별시 서대문구 충정로2가 190번지 3호,서울특별시 서대문구 경기대로 47 (충정로2가),공공용,기타,3627,4396,Y,2021-08-01,서울특별시 서대문구청,3120000,126.962377,37.56382,196676.003,551588.0042
1738,피어리스아파트,서울특별시 서대문구 충정로3가 222번지,서울특별시 서대문구 충정로 50 (충정로3가 골든브릿지빌딩),공공용,주차장,2574,3120,Y,2021-08-01,서울특별시 서대문구청,3120000,126.965121,37.562949,196918.3999,551491.2599
1739,동아일보,서울특별시 서대문구 충정로3가 139번지,서울특별시 서대문구 충정로 29 (충정로3가 동아일보사건물),공공용,기타,6986,8468,Y,2021-08-01,서울특별시 서대문구청,3120000,126.963335,37.561942,196760.5611,551379.5548
1740,종근당빌딩,서울특별시 서대문구 충정로3가 368번지,서울특별시 서대문구 충정로 8 (충정로3가 종근당빌딩),공공용,기타,1089,1320,Y,2021-08-01,서울특별시 서대문구청,3120000,126.963203,37.559679,196748.8002,551128.4042
1741,홍은동일아파트,서울특별시 서대문구 홍은동 457번지,서울특별시 서대문구 홍은중앙로 81 (홍은동 동일아파트),공공용,지하주차장,1043,1264,Y,2021-08-01,서울특별시 서대문구청,3120000,126.946646,37.598457,195288.3502,555433.0082
1742,홍은극동아파트(전동지하),서울특별시 서대문구 홍은동 454번지,서울특별시 서대문구 포방터10길 33 (홍은동 극동아파트),공공용,지하주차장,3200,3879,Y,2021-08-01,서울특별시 서대문구청,3120000,126.951391,37.602454,195707.5983,555876.4047
1743,연희대우아파트(전동지하),서울특별시 서대문구 연희동 739번지,서울특별시 서대문구 연희로 38-20 (연희동 연희대우아파트),공공용,주차장,4597,5572,Y,2021-08-01,서울특별시 서대문구청,3120000,126.928577,37.562092,193689.5959,551398.0045
1744,풍림1차아파트,서울특별시 서대문구 홍은동 440번지 3호,서울특별시 서대문구 통일로48가길 37 (홍은동 홍은풍림1차아파트),공공용,주차장,690,836,Y,2021-08-01,서울특별시 서대문구청,3120000,126.942115,37.594806,194887.9979,555028.0038
1745,풍림2차아파트(전동지하),서울특별시 서대문구 홍은동 453번지 2호,서울특별시 서대문구 세검정로1길 35 (홍은동 풍림2차아파트),공공용,주차장,2400,2909,Y,2021-08-01,서울특별시 서대문구청,3120000,126.944096,37.593668,195062.8011,554901.6047
1746,벽산아파트(전동지하),서울특별시 서대문구 홍은동 455번지,서울특별시 서대문구 세검정로1길 95 (홍은동 홍은벽산아파트),공공용,주차장,7000,8485,Y,2021-08-01,서울특별시 서대문구청,3120000,126.94562,37.595824,195197.6022,555140.8043
1747,충신교회,서울특별시 서대문구 북가좌동 324번지 4호,서울특별시 서대문구 응암로1길 16 (북가좌동 대한예수교장로회충신교회),공공용,주차장,2449,2968,Y,2021-08-01,서울특별시 서대문구청,3120000,126.910711,37.581859,192113.198,553593.2046
1748,서대문구청,서울특별시 서대문구 연희동 168번지 6호,서울특별시 서대문구 연희로 248 (연희동 서대문구청),공공용,기타,1422,1724,Y,2021-08-01,서울특별시 서대문구청,3120000,126.936761,37.579155,194413.9977,553291.2046
1749,무악재지하철역,서울특별시 서대문구 홍제동 26번지 1호,서울특별시 서대문구 통일로 지하 361 (홍제동 무악재역),공공용,기타,25021,30328,Y,2021-08-01,서울특별시 서대문구청,3120000,126.950322,37.582383,195611.996,553648.8048
1750,무악청구1차아파트(단지내 지하주차장 전체),서울특별시 서대문구 홍제동 453번지,서울특별시 서대문구 통일로 348 (홍제동 무악청구아파트),공공용,주차장,3000,3636,Y,2021-08-01,서울특별시 서대문구청,3120000,126.952831,37.58126,195833.6019,553524.0048
1751,무악청구2차아파트,서울특별시 서대문구 홍제동 453번지 1호,서울특별시 서대문구 통일로 344 (홍제동 무악청구아파트),공공용,주차장,2000,2424,Y,2021-08-01,서울특별시 서대문구청,3120000,126.951441,37.581274,195710.7981,553525.6046
1752,홍제원현대아파트(단지내 지하주차장 전체),서울특별시 서대문구 홍제동 459번지,서울특별시 서대문구 통일로34길 43 (홍제동 홍제원현대아파트),공공용,주차장,3500,4242,Y,2021-08-01,서울특별시 서대문구청,3120000,126.948796,37.588336,195477.6026,554309.6048
1753,인왕산현대아파트(단지내 지하주차장 전체),서울특별시 서대문구 홍제동 460번지,서울특별시 서대문구 통일로34길 46 (홍제동 인왕산현대아파트),공공용,주차장,3500,4242,Y,2021-08-01,서울특별시 서대문구청,3120000,126.949957,37.585857,195579.9969,554034.4041
1754,북성초등학교,서울특별시 서대문구 북아현동 215번지 북성초등학교,서울특별시 서대문구 북아현로1나길 22 북성초등학교 (북아현동),공공용,주차장,3000,3636,Y,2021-08-01,서울특별시 서대문구청,3120000,126.951835,37.559632,195744.4041,551123.604
1755,홍은2동주민센터,서울특별시 서대문구 홍은동 273번지 10호,서울특별시 서대문구 모래내로 334 (홍은동 홍은2동주민센터),공공용,기타,132,160,Y,2021-08-01,서울특별시 서대문구청,3120000,126.934152,37.580108,194183.5959,553397.2039
1756,풍림아이원아파트(전동지하),서울특별시 서대문구 홍은동 460번지,서울특별시 서대문구 홍은중앙로 149 (홍은동 홍은동풍림아이원아파트),공공용,지하주차장,7000,8485,Y,2021-08-01,서울특별시 서대문구청,3120000,126.947318,37.603897,195347.9975,556036.8046
1757,이랜드해가든아파트(단지내 지하주차장 전체),서울특별시 서대문구 북가좌동 460번지,서울특별시 서대문구 수색로 157 (북가좌동 이랜드해가든아파트),공공용,지하주차장,2000,2424,Y,2021-08-01,서울특별시 서대문구청,3120000,126.903486,37.57618,191474.4011,552963.6048
1758,신일해피트리아파트(단지내 지하주차장 전체),서울특별시 서대문구 북가좌동 455번지,서울특별시 서대문구 수색로 147-1 (북가좌동 북가좌신일해피트리아파트),공공용,지하주차장,2000,2424,Y,2021-08-01,서울특별시 서대문구청,3120000,126.904479,37.575212,191561.9914,552855.9995
1759,임광아파트101동 102동 지하주차장,서울특별시 서대문구 연희동 738번지,서울특별시 서대문구 동교로 291 (연희동 연희동임광아파트),공공용,지하주차장,5590,6776,Y,2021-08-01,서울특별시 서대문구청,3120000,126.927365,37.565346,193582.801,551759.2046
1760,남가좌동삼성아파트주차장(21동),서울특별시 서대문구 남가좌동 377번지,서울특별시 서대문구 증가로 191 (남가좌동 남가좌삼성아파트),공공용,지하주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.91739,37.578494,192702.8003,553219.2038
1761,남가좌동삼성아파트주차장 (22동),서울특별시 서대문구 남가좌동 377번지,서울특별시 서대문구 증가로 191 (남가좌동 남가좌삼성아파트),공공용,지하주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.91739,37.578494,192702.8003,553219.2038
1762,남가좌동삼성아파트주차장(23동),서울특별시 서대문구 남가좌동 377번지,서울특별시 서대문구 증가로 191 (남가좌동 남가좌삼성아파트),공공용,지하주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.91739,37.578494,192702.8003,553219.2038
1763,남가좌동삼성아파트주차장(24동),서울특별시 서대문구 남가좌동 377번지,서울특별시 서대문구 증가로 191 (남가좌동 남가좌삼성아파트),공공용,지하주차장,2500,3030,Y,2021-08-01,서울특별시 서대문구청,3120000,126.91739,37.578494,192702.8003,553219.2038
1764,래미안남가좌2차아파트(전동지하),서울특별시 서대문구 남가좌동 379번지,서울특별시 서대문구 수색로6길 43 (남가좌동 래미안남가좌2차아파트),공공용,지하주차장,4500,5455,Y,2021-08-01,서울특별시 서대문구청,3120000,126.912434,37.572558,192264.4,552560.8048
1765,이화여자대학교(지하주차장),서울특별시 서대문구 대현동 11번지 1호,서울특별시 서대문구 이화여대길 52 (대현동 이화여자대학교),공공용,지하주차장,22525,27303,Y,2021-08-01,서울특별시 서대문구청,3120000,126.950288,37.564464,195608.0025,551660.0046
1766,명지전문대학(지하주차장),서울특별시 서대문구 홍은동 356번지 1호,서울특별시 서대문구 가좌로 134 (홍은동 명지전문대학),공공용,지하주차장,6254,7581,Y,2021-08-01,서울특별시 서대문구청,3120000,126.925692,37.585365,193436.7956,553981.204
1767,세브란스병원,서울특별시 서대문구 신촌동 134번지,서울특별시 서대문구 연세로 50-1 (신촌동 연세의료원),공공용,지하주차장,10193,12356,Y,2021-08-01,서울특별시 서대문구청,3120000,126.940824,37.561407,194771.5973,551321.2046
1768,(주)풍산,서울특별시 서대문구 충정로3가 470번지,서울특별시 서대문구 충정로 23 (충정로3가 풍산빌딩),공공용,주차장,2445,2964,Y,2021-08-01,서울특별시 서대문구청,3120000,126.962916,37.561109,196723.505,551287.1162
1769,천연동돈의문센트레빌 아파트1주차장,서울특별시 서대문구 냉천동 261번지,서울특별시 서대문구 독립문로14길 33 (냉천동 돈의문센트레빌),공공용,주차장,2500,3030,Y,2021-08-01,서울특별시 서대문구청,3120000,126.959288,37.56592,196403.1992,551821.2044
1770,천연동돈의문센트레빌2주차장,서울특별시 서대문구 냉천동 261번지,서울특별시 서대문구 독립문로14길 33 (냉천동 돈의문센트레빌),공공용,주차장,2500,3030,Y,2021-08-01,서울특별시 서대문구청,3120000,126.959288,37.56592,196403.1992,551821.2044
1771,천연동돈의문세트레빌3주차장,서울특별시 서대문구 냉천동 261번지,서울특별시 서대문구 독립문로14길 33 (냉천동 돈의문센트레빌),공공용,주차장,2500,3030,Y,2021-08-01,서울특별시 서대문구청,3120000,126.959288,37.56592,196403.1992,551821.2044
1772,천연동돈의문센트레빌4주차장,서울특별시 서대문구 냉천동 261번지,서울특별시 서대문구 독립문로14길 33 (냉천동 돈의문센트레빌),공공용,주차장,2500,3030,Y,2021-08-01,서울특별시 서대문구청,3120000,126.959288,37.56592,196403.1992,551821.2044
1773,독립문 파크빌 아파트 지하주차장(전동),서울특별시 서대문구 현저동 1019번지,서울특별시 서대문구 통일로 279-75 (현저동),공공용,주차장,2000,2424,Y,2021-08-01,서울특별시 서대문구청,3120000,126.951169,37.574975,195686.4003,552826.5547
1774,연희성원아파트(제1주차장),서울특별시 서대문구 연희동 740번지,서울특별시 서대문구 연희로32길 48 (연희동 연희동성원아파트),공공용,주차장,871,1056,Y,2021-08-01,서울특별시 서대문구청,3120000,126.937262,37.575861,194457.9991,552925.6043
1775,연희성원아파트(제2주차장),서울특별시 서대문구 연희동 740번지,서울특별시 서대문구 연희로32길 48 (연희동 연희동성원아파트),공공용,주차장,3230,3915,Y,2021-08-01,서울특별시 서대문구청,3120000,126.937262,37.575861,194457.9991,552925.6043
1776,연희성원상떼빌2차팰리스(201동지하주차장),서울특별시 서대문구 연희동 742번지,서울특별시 서대문구 연희로28길 35-28 (연희동),공공용,주차장,902,1093,Y,2021-08-01,서울특별시 서대문구청,3120000,126.938077,37.575814,194529.9983,552920.4045
1777,연희성원상떼빌2차팰리스(202203동지하주차장),서울특별시 서대문구 연희동 742번지,서울특별시 서대문구 연희로28길 35-28 (연희동),공공용,주차장,6733,8161,Y,2021-08-01,서울특별시 서대문구청,3120000,126.938077,37.575814,194529.9983,552920.4045
1778,세브란스 암병동(지하1층~지하6층),서울특별시 서대문구 신촌동 134번지,서울특별시 서대문구 연세로 50-1 (신촌동 연세의료원),공공용,지하주차장,46211,56013,Y,2021-08-01,서울특별시 서대문구청,3120000,126.940824,37.561407,194771.5973,551321.2046
1779,DMC래미안e편한세상아파트1단지 지하주차장,서울특별시 서대문구 북가좌동 481번지,서울특별시 서대문구 수색로 100 (북가좌동),공공용,지하주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.907817,37.574728,191856.7978,552802.0043
1780,DMC래미안e편한세상아파트 2단지 지하주차장,서울특별시 서대문구 북가좌동 481번지,서울특별시 서대문구 수색로 100 (북가좌동),공공용,지하주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.907817,37.574728,191856.7978,552802.0043
1781,DMC래미안e편한세상아파트 3단지 지하주차장,서울특별시 서대문구 북가좌동 481번지,서울특별시 서대문구 수색로 100 (북가좌동),공공용,지하주차장,4000,4848,Y,2021-08-01,서울특별시 서대문구청,3120000,126.907817,37.574728,191856.7978,552802.0043
1782,DMC래미안e편한세상아파트 4단지 지하주차장,서울특별시 서대문구 북가좌동 481번지,서울특별시 서대문구 수색로 100 (북가좌동),공공용,지하주차장,2000,2424,Y,2021-08-01,서울특별시 서대문구청,3120000,126.907817,37.574728,191856.7978,552802.0043
1460,방학동이에스에이2단지,,서울특별시 도봉구 도봉로150길43,공공용,주차장,12220.4,14812.60606,Y,2018-05-15,서울특별시 도봉구청,3090000,127.045588,37.666386,204022.1599,562972.0444
1461,방학동이에스에이3단지,,서울특별시 도봉구 도봉로150길 41,공공용,주차장,5445.74,6600.89697,Y,2018-05-15,서울특별시 도봉구청,3090000,127.044837,37.666061,203955.9349,562935.974
1462,서울북부지방검찰청,,서울특별시 도봉구 마들로747,공공용,기타,9560,11587.87879,Y,2018-05-15,서울특별시 도봉구청,3090000,127.045879,37.676344,204047.2672,564077.2759
1463,북한산코오롱하늘채아파트,,서울특별시 도봉구 우이천로39길 11-16,공공용,주차장,13178.16,15973.52727,Y,2018-05-15,서울특별시 도봉구청,3090000,127.0206,37.649319,201817.9483,561077.0441
1464,방학동이에스에이1단지,,서울특별시 도봉구 마들로657,공공용,주차장,20346.74,24662.71515,Y,2018-05-15,서울특별시 도봉구청,3090000,127.045484,37.668562,204012.8758,563213.5658
1465,금용아파트,,서울특별시 도봉구 노해로170-0,공공용,주차장,3966.95,4808.424242,Y,2018-05-15,서울특별시 도봉구청,3090000,127.02797,37.649224,202468.2942,561066.5797
1466,쌍문3동사무소,,서울특별시 도봉구 노해로44길9,공공용,기타,244.63,296.5212121,Y,2018-05-15,서울특별시 도봉구청,3090000,127.027909,37.648944,202462.9202,561035.5231
1467,방학2동사무소,,서울특별시 도봉구 시루봉로226,공공용,기타,383.34,464.6545455,Y,2018-05-15,서울특별시 도봉구청,3090000,127.035043,37.668177,203091.6857,563170.4389
1468,현대1차아파트지하대피소,,서울특별시 도봉구 해등로242-12,공공용,주차장,809.92,981.7212121,Y,2018-05-15,서울특별시 도봉구청,3090000,127.031221,37.658528,202754.8926,562099.3872
1469,방학1동사무소,,서울특별시 도봉구 방학로2길27,공공용,기타,165.29,200.3515152,Y,2018-05-15,서울특별시 도봉구청,3090000,127.040637,37.664187,203585.4357,562727.7762
1470,극동아파트,,서울특별시 도봉구 시루봉로11길25-5,공공용,주차장,2112.41,2560.49697,Y,2018-05-15,서울특별시 도봉구청,3090000,127.026838,37.664323,202367.9165,562742.4883
1471,도봉구민회관지하대피소,,서울특별시 도봉구 도봉로552,공공용,기타,1619.84,1963.442424,Y,2018-05-15,서울특별시 도봉구청,3090000,127.038604,37.654001,203406.5883,561597.1115
1472,창5동주민센터,,서울특별시 도봉구 도봉로136나길20,공공용,기타,660,800,Y,2018-05-15,서울특별시 도봉구청,3090000,127.043481,37.65621,203836.7942,561842.5099
1473,한양7차아파트대피소,,서울특별시 도봉구 해등로25길41,공공용,주차장,2512.41,3045.345455,Y,2018-05-15,서울특별시 도봉구청,3090000,127.033832,37.656004,202985.3923,561819.3284
1474,현대2차아파트대피소,,서울특별시 도봉구 시루봉로6길53,공공용,주차장,661.16,801.4060606,Y,2018-05-15,서울특별시 도봉구청,3090000,127.030662,37.659198,202705.499,562173.7676
1475,거성학마을아파트,,서울특별시 도봉구 도당로116,공공용,기타,3276.05,3970.969697,Y,2018-05-15,서울특별시 도봉구청,3090000,127.039578,37.666567,203491.9136,562991.8928
1476,백상빌딩,,서울특별시 도봉구 노해로397-15,공공용,기타,3371.92,4087.175758,Y,2018-05-15,서울특별시 도봉구청,3090000,127.05181,37.653355,204571.9102,561526.0291
1477,방학3동531신동아,,서울특별시 도봉구 방학로15길40,공공용,기타,8957,10856.9697,Y,2018-05-15,서울특별시 도봉구청,3090000,127.023494,37.659107,202073.0778,562163.4183
1478,청구아파트,,서울특별시 도봉구 시루봉로71,공공용,주차장,8824,10695.75758,Y,2018-05-15,서울특별시 도봉구청,3090000,127.026012,37.657527,202295.2555,561988.0794
1479,방학3동507우성1차아파트,,서울특별시 도봉구 해등로286-5,공공용,주차장,11871,14389.09091,Y,2018-05-15,서울특별시 도봉구청,3090000,127.023934,37.657899,202111.9101,562029.3299
1480,방학3동508우성2차아파트,,서울특별시 도봉구 해등로307,공공용,주차장,7760,9406.060606,Y,2018-05-15,서울특별시 도봉구청,3090000,127.021991,37.656827,201940.4721,561910.2956
1481,벽산아파트지하주차장,,서울특별시 도봉구 시루봉로5길48,공공용,기타,8424,10210.90909,Y,2018-05-15,서울특별시 도봉구청,3090000,127.02543,37.658716,202243.8468,562120.0324
1482,창동주공3단지아파트,,서울특별시 도봉구 해등로50,공공용,주차장,10527,12760,Y,2018-05-15,서울특별시 도봉구청,3090000,127.043608,37.650042,203848.2926,561157.8959
1483,삼성아파트지하주차장,,서울특별시 도봉구 노해로66길21,공공용,기타,10527,12760,Y,2018-05-15,서울특별시 도봉구청,3090000,127.048478,37.64888,204278.1898,561029.17
1484,창동주공4단지아파트,,서울특별시 도봉구 덕릉로350,공공용,주차장,10560,12800,Y,2018-05-15,서울특별시 도봉구청,3090000,127.047925,37.644122,204229.6135,560501.122
1485,창동주공3단지아파트,,서울특별시 도봉구 해등로48,공공용,주차장,583.4,707.1515152,Y,2018-05-15,서울특별시 도봉구청,3090000,127.043705,37.648584,203856.9192,560996.1766
1486,성원아파트,,서울특별시 도봉구 방학로11길10,공공용,주차장,5593,6779.393939,Y,2018-05-15,서울특별시 도봉구청,3090000,127.031608,37.661223,202788.9047,562398.4614
1487,신동아4단지아파트,,서울특별시 도봉구 방학로200,공공용,주차장,3309.11,4011.042424,Y,2018-05-15,서울특별시 도봉구청,3090000,127.029913,37.66262,202639.3499,562553.4766
1488,현대3차아파트,,서울특별시 도봉구 우이천로38가길32,공공용,주차장,916.92,1111.418182,Y,2018-05-15,서울특별시 도봉구청,3090000,127.021604,37.651806,201906.5045,561353.107
1489,도봉구시설관리공단,,서울특별시 도봉구 노래로63길43,공공용,기타,1752.07,2123.721212,Y,2018-05-15,서울특별시 도봉구청,3090000,127.044068,37.652586,203888.7806,561440.3398
1490,북부교육청,,서울특별시 도봉구 노해로313,공공용,기타,528.93,641.1272727,Y,2018-05-15,서울특별시 도봉구청,3090000,127.04339,37.651686,203829.0407,561340.3988
1491,신동아1단지아파트,,서울특별시 도봉구 방학로193,공공용,주차장,992,1202.424242,Y,2018-05-15,서울특별시 도봉구청,3090000,127.029181,37.660649,202574.7782,562334.6725
1492,신동아1단지아파트,,서울특별시 도봉구 방학로193,공공용,주차장,992,1202.424242,Y,2018-05-15,서울특별시 도봉구청,3090000,127.029181,37.660649,202574.7782,562334.6725
1493,방학3동청사지하대피소,,서울특별시 도봉구 시루봉로94,공공용,기타,793,961.2121212,Y,2018-05-15,서울특별시 도봉구청,3090000,127.027992,37.659141,202469.9512,562167.3564
1494,신동아1단지아파트,,서울특별시 도봉구 시루봉로107,공공용,주차장,965,1169.69697,Y,2018-05-15,서울특별시 도봉구청,3090000,127.026581,37.660961,202345.3909,562369.3331
1495,신동아1단지아파트,,서울특별시 도봉구 시루봉로107,공공용,주차장,992,1202.424242,Y,2018-05-15,서울특별시 도봉구청,3090000,127.026581,37.660961,202345.3909,562369.3331
1496,동아아파트지하,,서울특별시 도봉구 노해로70길12,공공용,주차장,730.58,885.5515152,Y,2018-05-15,서울특별시 도봉구청,3090000,127.050345,37.651168,204442.789,561283.2349
1497,주공아파트17단지,,서울특별시 도봉구 덕릉로66길17,공공용,주차장,780.17,945.6606061,Y,2018-05-15,서울특별시 도봉구청,3090000,127.053321,37.643951,204705.8406,560482.2998
1498,주공아파트18단지,,서울특별시 도봉구 노해로70길119,공공용,주차장,763.64,925.6242424,Y,2018-05-15,서울특별시 도봉구청,3090000,127.053901,37.646838,204756.827,560802.8565
1499,주공아파트19단지,,서울특별시 도봉구 노해로70길19,공공용,주차장,829.76,1005.769697,Y,2018-05-15,서울특별시 도봉구청,3090000,127.052549,37.650833,204637.2972,561246.1045
1500,창4동사무소,,서울특별시 도봉구 노해로390,공공용,기타,49.59,60.10909091,Y,2018-05-15,서울특별시 도봉구청,3090000,127.051543,37.652197,204548.4725,561397.4677
1501,한전병원,,서울특별시 도봉구 우이천로308,공공용,기타,1983.48,2404.218182,Y,2018-05-15,서울특별시 도봉구청,3090000,127.028579,37.645857,202522.1782,560692.9265
1502,도봉도서관,,서울특별시 도봉구 삼양로556,공공용,회의실,231.41,280.4969697,Y,2018-05-15,서울특별시 도봉구청,3090000,127.012899,37.652566,201138.2751,561437.318
1503,쌍문이편한세상,,서울특별시 도봉구 노해로41가길16,공공용,주차장,1410,1709.090909,Y,2018-05-15,서울특별시 도봉구청,3090000,127.027271,37.649695,202406.6281,561118.9265
1504,북한산월드메르디앙,,서울특별시 도봉구 삼양로566,공공용,주차장,6000,7272.727273,Y,2018-05-15,서울특별시 도봉구청,3090000,127.013644,37.653782,201204.0335,561572.2245
1505,방학동동부센트레,,서울특별시 도봉구 방학로120,공공용,기타,9613.83,11653.12727,Y,2018-05-15,서울특별시 도봉구청,3090000,127.039027,37.663607,203443.4187,562663.3638
1506,금광포란재아파트,,서울특별시 도봉구 도봉로150바길26,공공용,기타,2510.81,3043.406061,Y,2018-05-15,서울특별시 도봉구청,3090000,127.045067,37.664583,203976.2888,562771.9513
1507,북한산아이파크아파트,,서울특별시 도봉구 도봉로136길28,공공용,주차장,106030.33,128521.6121,Y,2018-05-15,서울특별시 도봉구청,3090000,127.043536,37.657843,203841.5545,562023.77
1508,래미안도봉아파트,,서울특별시 도봉구 도봉로170길40,공공용,주차장,14065.94,17049.62424,Y,2018-05-15,서울특별시 도봉구청,3090000,127.046487,37.679594,204100.7243,564438.0655
